C00496679|92262|2018|25.0|25|1
C00496679|92262|2018|21.5|45|1
C00496679|92270|2018|25.0|25|1
C00496679|92270|2018|47.5|125|1
C00147231|32225|2018|50.0|50|1
C00147231|32225|2018|65.0|150|1
C00147231|32225|2018|80.0|200|2
C00147231|32225|2018|130.0|300|3
C00147231|32225|2018|125.0|350|4
C00147231|32225|2018|140.0|400|5
C00147231|32225|2018|190.0|500|6
C00147231|32225|2018|220.0|600|7
C00147231|32225|2018|460.0|1000|8
C00147231|32225|2018|370.0|1100|9
C00147231|32225|2018|351.0|1130|10
C00147231|32225|2018|619.0|1530|11
C00147231|32225|2018|480.0|1560|12
C00147231|32225|2018|503.0|1610|13
C00147231|32225|2018|500.5|1635|14
C00147231|32225|2018|560.5|1735|15
C00147231|32225|2018|590.5|1835|16
C00147231|32225|2018|564.5|1855|17
C00147231|32225|2018|836.5|2255|18
C00147231|32225|2018|704.5|2295|19
C00147231|32225|2018|723.5|2345|20
C00147231|32225|2018|882.0|2600|21
C00147231|32225|2018|794.0|2620|22
C00147231|32225|2018|856.0|2720|23
C00147231|32225|2018|851.0|2770|24
C00147231|32225|2018|883.5|2845|25
C00147231|32225|2018|923.5|2945|26
C00147231|32225|2018|901.0|2970|27
C00147231|32225|2018|926.0|3020|28
C00147231|32225|2018|976.0|3120|29
C00147231|32225|2018|971.0|3170|30
C00147231|32225|2018|1021.0|3270|31
C00147231|32225|2018|1051.0|3370|32
C00147231|32225|2018|1069.1|3453|33
C00147231|98006|2018|400.0|400|1
C00147231|32206|2018|25.0|25|1
C00147231|32211|2018|100.0|100|1
C00147231|99686|2018|50.0|50|1
C00147231|32266|2018|400.0|400|1
C00147231|32266|2018|190.0|500|1
C00147231|32095|2018|30.0|30|1
C00147231|98110|2018|20.0|20|1
C00147231|32259|2018|20.0|20|1
C00147231|32259|2018|74.0|220|1
C00147231|32259|2018|87.0|250|2
C00147231|32092|2018|60.0|60|1
C00147231|32092|2018|35.5|85|1
C00147231|32224|2018|100.0|100|1
C00034157|32224|2018|65.0|150|1
C00147231|32250|2018|50.0|50|1
C00147231|32250|2018|53.0|110|1
C00147231|32250|2018|103.0|210|2
C00147231|32003|2018|60.0|60|1
C00034157|32003|2018|72.0|160|1
C00034157|32003|2018|100.5|235|2
C00147231|32208|2018|30.0|30|1
C00147231|32246|2018|20.0|20|1
C00147231|32246|2018|26.0|60|1
C00147231|32034|2018|100.0|100|1
C00147231|32223|2018|20.0|20|1
C00147231|07726|2018|100.0|100|1
C00155440|07726|2018|100.0|200|1
C00155440|07726|2018|183.2|376|2
C00155440|07726|2018|201.7|503|3
C00147231|32256|2018|50.0|50|1
C00147231|32256|2018|29.0|70|1
C00147231|32256|2018|63.0|130|2
C00147231|94507|2018|416.0|416|1
C00147231|98275|2018|100.0|100|1
C00147231|07670|2018|400.0|400|1
C00147231|32578|2018|30.0|30|1
C00147231|07836|2018|400.0|400|1
C00147231|98053|2018|30.0|30|1
C00147231|32233|2018|50.0|50|1
C00147231|32233|2018|155.0|450|1
C00147231|32082|2018|100.0|100|1
C00147231|32082|2018|190.0|500|1
C00147231|94509|2018|100.0|100|1
C00147231|32241|2018|100.0|100|1
C00147231|32207|2018|50.0|50|1
C00434811|32207|2018|22.0|60|1
C00434811|32207|2018|25.0|70|2
C00147231|33076|2018|400.0|400|1
C00434811|33076|2018|137.5|425|1
C00434811|33076|2018|145.0|450|2
C00484451|36526|2018|19.0|19|1
C00484451|36526|2018|19.0|38|1
C00484451|36526|2018|24.7|57|2
C00484451|54016|2018|10.0|10|1
C00484451|54016|2018|10.0|20|1
C00484451|54016|2018|13.0|30|2
C00121319|54016|2018|177.0|550|3
C00484451|78108|2018|19.0|19|1
C00484451|78108|2018|19.0|38|1
C00484451|30518|2018|10.0|10|1
C00484451|30518|2018|10.0|20|1
C00484451|60506|2018|15.0|15|1
C00484451|60506|2018|15.0|30|1
C00484451|75070|2018|7.0|7|1
C00484451|75070|2018|7.8999999999999995|17|1
C00484451|75070|2018|23.299999999999997|55|2
C00484451|75070|2018|43.099999999999994|93|3
C00484451|75070|2018|41.199999999999996|112|4
C00484451|75070|2018|46.9|131|5
C00484451|75070|2018|65.89999999999999|169|6
C00484451|75070|2018|57.699999999999996|179|7
C00484451|75070|2018|58.599999999999994|186|8
C00484451|75070|2018|82.39999999999999|224|9
C00034157|75070|2018|84.7|249|10
C00034157|75070|2018|92.2|274|11
C00484451|72704|2018|38.0|38|1
C00484451|72704|2018|38.0|76|1
C00484451|74055|2018|10.0|10|1
C00484451|74055|2018|10.0|20|1
C00484451|74055|2018|13.0|30|2
C00484451|73170|2018|19.0|19|1
C00484451|73170|2018|19.0|38|1
C00484451|73170|2018|24.7|57|2
C00484451|80123|2018|20.0|20|1
C00484451|80123|2018|20.0|40|1
C00484451|80123|2018|26.0|60|2
C00484451|49424|2018|96.0|96|1
C00484451|49424|2018|39.3|111|1
C00484451|49424|2018|100.49999999999999|207|2
C00484451|49424|2018|72.6|222|3
C00484451|49424|2018|77.1|237|4
C00484451|49424|2018|138.29999999999998|333|5
C00484451|50073|2018|15.0|15|1
C00484451|50073|2018|15.0|30|1
C00484451|50073|2018|19.5|45|2
C00484451|50014|2018|40.0|40|1
C00484451|50014|2018|40.0|80|1
C00484451|50014|2018|52.0|120|2
C00484451|75013|2018|19.0|19|1
C00484451|75013|2018|12.7|29|1
C00484451|75013|2018|31.699999999999996|67|2
C00484451|75013|2018|46.699999999999996|105|3
C00484451|75013|2018|44.8|124|4
C00484451|75013|2018|44.199999999999996|134|5
C00484451|75013|2018|66.8|172|6
C00484451|75013|2018|78.2|210|7
C00484451|75013|2018|76.3|229|8
C00484451|75024|2018|96.0|96|1
C00484451|75024|2018|42.099999999999994|115|1
C00484451|75024|2018|61.099999999999994|153|2
C00484451|75024|2018|59.199999999999996|172|3
C00484451|75024|2018|78.2|210|4
C00484451|75024|2018|130.2|306|5
C00484451|95695|2018|10.0|10|1
C00484451|95695|2018|10.0|20|1
C00484451|22205|2018|40.0|40|1
C00484451|22205|2018|40.0|80|1
C00484451|75078|2018|10.0|10|1
C00484451|75078|2018|12.7|29|1
C00484451|75078|2018|22.7|49|2
C00484451|75078|2018|41.3|87|3
C00484451|75078|2018|39.4|106|4
C00484451|75078|2018|42.3|121|5
C00484451|75078|2018|49.599999999999994|140|6
C00484451|75078|2018|52.5|155|7
C00484451|75078|2018|64.0|180|8
C00484451|75078|2018|68.0|200|9
C00484451|75078|2018|86.6|238|10
C00484451|75078|2018|78.39999999999999|248|11
C00484451|75078|2018|87.69999999999999|267|12
C00484451|75071|2018|10.0|10|1
C00484451|75071|2018|10.0|20|1
C00484451|75071|2018|13.0|30|2
C00484451|75071|2018|32.4|68|3
C00484451|75071|2018|47.0|106|4
C00484451|75071|2018|38.8|116|5
C00484451|75071|2018|41.8|126|6
C00484451|75034|2018|96.0|96|1
C00484451|75034|2018|42.099999999999994|115|1
C00484451|75034|2018|47.8|134|2
C00484451|75034|2018|47.199999999999996|144|3
C00484451|75034|2018|110.39999999999998|240|4
C00484451|75034|2018|86.0|260|5
C00484451|75034|2018|92.0|280|6
C00484451|75034|2018|112.0|320|7
C00484451|75034|2018|103.0|330|8
C00484451|75034|2018|112.3|349|9
C00484451|75034|2018|118.0|368|10
C00484451|75034|2018|123.69999999999999|387|11
C00484451|75034|2018|144.1|427|12
C00484451|75034|2018|141.4|446|13
C00484451|78550|2018|19.0|19|1
C00484451|78550|2018|19.0|38|1
C00484451|75089|2018|10.0|10|1
C00484451|75089|2018|10.0|20|1
C00484451|47150|2018|20.0|20|1
C00484451|47150|2018|20.0|40|1
C00484451|49464|2018|20.0|20|1
C00484451|49464|2018|20.0|40|1
C00484451|49464|2018|26.0|60|2
C00484451|75033|2018|19.0|19|1
C00484451|75033|2018|19.0|38|1
C00484451|75033|2018|24.7|57|2
C00484451|75033|2018|43.699999999999996|95|3
C00484451|75033|2018|55.099999999999994|133|4
C00484451|75033|2018|53.199999999999996|152|5
C00484451|75033|2018|58.9|171|6
C00484451|32507|2018|96.0|96|1
C00484451|32507|2018|95.99999999999999|192|1
C00484451|32507|2018|124.79999999999998|288|2
C00484451|66221|2018|20.0|20|1
C00484451|66221|2018|31.4|78|1
C00484451|66221|2018|37.4|98|2
C00484451|66221|2018|70.0|156|3
C00484451|66221|2018|60.8|176|4
C00434811|66221|2018|59.8|186|5
C00434811|66221|2018|62.8|196|6
C00484451|77554|2018|15.0|15|1
C00484451|77554|2018|15.0|30|1
C00484451|77554|2018|19.5|45|2
C00484451|90601|2018|19.0|19|1
C00484451|90601|2018|19.0|38|1
C00484451|90601|2018|24.7|57|2
C00484451|44278|2018|19.0|19|1
C00484451|44278|2018|19.0|38|1
C00484451|44278|2018|24.7|57|2
C00484451|95621|2018|19.0|19|1
C00484451|95621|2018|19.0|38|1
C00484451|95661|2018|10.0|10|1
C00484451|95661|2018|10.0|20|1
C00484451|75002|2018|19.0|19|1
C00484451|75002|2018|19.0|38|1
C00484451|75098|2018|10.0|10|1
C00484451|75098|2018|12.7|29|1
C00484451|75098|2018|15.7|39|2
C00484451|75098|2018|22.2|54|3
C00484451|75098|2018|29.5|73|4
C00484451|75098|2018|35.199999999999996|92|5
C00484451|75098|2018|38.099999999999994|107|6
C00484451|75098|2018|39.1|117|7
C00484451|75098|2018|48.4|136|8
C00484451|75098|2018|47.8|146|9
C00484451|76092|2018|38.0|38|1
C00484451|76092|2018|38.0|76|1
C00434811|76092|2018|29.8|86|2
C00434811|76092|2018|32.8|96|3
C00361949|76092|2018|106.19999999999999|226|4
C00484451|75069|2018|38.0|38|1
C00484451|75069|2018|38.0|76|1
C00484451|30078|2018|10.0|10|1
C00484451|30078|2018|10.0|20|1
C00143867|30078|2018|16.5|35|2
C00143867|30078|2018|21.0|50|3
C00143867|30078|2018|25.5|65|4
C00484451|77007|2018|96.0|96|1
C00484451|77007|2018|95.99999999999999|192|1
C00484451|60504|2018|19.0|19|1
C00484451|60504|2018|19.0|38|1
C00484451|75025|2018|10.0|10|1
C00484451|75025|2018|10.0|20|1
C00484451|11501|2018|38.0|38|1
C00484451|11501|2018|38.0|76|1
C00484451|13156|2018|10.0|10|1
C00484451|13156|2018|10.0|20|1
C00484451|85297|2018|10.0|10|1
C00484451|85297|2018|10.0|20|1
C00484451|75287|2018|38.0|38|1
C00484451|75287|2018|24.7|57|1
C00484451|75287|2018|43.699999999999996|95|2
C00484451|75287|2018|41.8|114|3
C00484451|94533|2018|38.0|38|1
C00484451|94533|2018|38.0|76|1
C00484451|61434|2018|10.0|10|1
C00484451|61434|2018|10.0|20|1
C00484451|76001|2018|10.0|10|1
C00484451|76001|2018|10.0|20|1
C00484451|75225|2018|96.0|96|1
C00484451|75225|2018|95.99999999999999|192|1
C00484451|53402|2018|19.0|19|1
C00484451|53402|2018|19.0|38|1
C00484451|75229|2018|42.0|42|1
C00484451|75229|2018|42.0|84|1
C00484451|53406|2018|38.0|38|1
C00484451|53406|2018|38.0|76|1
C00484451|75035|2018|20.0|20|1
C00484451|75035|2018|20.0|40|1
C00484451|65065|2018|10.0|10|1
C00484451|65065|2018|10.0|20|1
C00484451|60614|2018|150.0|150|1
C00484451|60614|2018|150.0|300|1
C00484451|18062|2018|10.0|10|1
C00484451|18062|2018|10.0|20|1
C00484451|75093|2018|10.0|10|1
C00484451|75093|2018|10.0|20|1
C00484451|63126|2018|15.0|15|1
C00484451|63126|2018|15.0|30|1
C00484451|76226|2018|19.0|19|1
C00484451|76226|2018|19.0|38|1
C00034157|76226|2018|35.9|73|2
C00484451|75007|2018|20.0|20|1
C00484451|75007|2018|20.0|40|1
C00361949|75007|2018|67.0|170|2
C00484451|75019|2018|19.0|19|1
C00484451|75019|2018|19.0|38|1
C00361949|75019|2018|65.6|168|2
C00484451|83607|2018|5.0|5|1
C00484451|83607|2018|5.0|10|1
C00484451|60564|2018|100.0|100|1
C00484451|60564|2018|100.0|200|1
C00484451|75048|2018|10.0|10|1
C00484451|75048|2018|10.0|20|1
C00484451|33149|2018|19.0|19|1
C00484451|33149|2018|19.0|38|1
C00484451|75252|2018|20.0|20|1
